time;I(C2);I(XQ1:E);I(XQ2:E);I(XQ3:E);I(XQ4:E);P(R2);V(/dc_plus);user0;
0.693272;16.7113;0.000700847;-0.000668574;0.000700847;-0.000668575;42253.7;1300.06;-618.662;
0.694272;38.1142;0.000666049;-0.000619795;0.000666049;-0.000619796;42027.7;1296.58;-737.387;
0.695272;53.3447;0.000622146;-0.000565977;0.000622146;-0.000565977;41735.2;1292.06;-848.001;
0.696272;60.9341;0.000569197;-0.000508135;0.000569197;-0.000508135;41402.7;1286.9;-949.286;
0.697272;60.226;0.000507601;-0.00044709;0.0005076;-0.00044709;41060;1281.56;-1040.13;
0.698272;51.4309;0.000438103;-0.000383444;0.000438103;-0.000383444;40737.2;1276.51;-1119.53;
0.699272;35.59;0.000361783;-0.000317584;0.000361783;-0.000317585;40461.6;1272.19;-1186.62;
0.700272;14.4542;0.000279998;-0.000249716;0.000279998;-0.000249716;40254.9;1268.94;-1240.65;
0.700924;-1.29676;0.00129057;-0.000203985;0.00129058;-0.000203972;40163.8;1267.5;-1268.58;
0.701203;-6.28379;710.054;-0.00039774;710.054;-0.000397743;40704.6;1276;-1278.71;
0.701297;-7.55784;630.677;-0.000392476;630.677;-0.000392476;40913.4;1279.27;-1281.9;
0.701349;-8.14195;588.194;-0.000369692;588.194;-0.000369692;41024.8;1281.01;-1283.59;
0.701381;-8.45836;572.139;-0.000359574;572.139;-0.000359574;41092;1282.06;-1284.62;
0.701414;-8.73938;561.6;-0.000352904;561.6;-0.000352904;41158;1283.09;-1285.64;
0.701446;-8.98978;553.105;-0.000347489;553.105;-0.000347489;41224.4;1284.12;-1286.67;
0.701512;-9.3798;537.103;-0.000337206;537.103;-0.000337207;41354.4;1286.15;-1288.67;
0.701644;-9.73442;505.234;-0.000316461;505.234;-0.00031646;41603.2;1290.01;-1292.5;
0.701907;-8.88714;442.4;-0.000274561;442.4;-0.000274561;42054.8;1296.99;-1299.41;
0.702348;-3.6044;340.521;-0.000204081;340.521;-0.000204081;42670.2;1306.45;-1308.75;
0.70281;5.88454;236.655;-0.000129542;236.655;-0.000129542;43124;1313.38;-1315.55;
0.703357;20.0738;116.67;-4.12394e-05;116.67;-4.12394e-05;43400.5;1317.58;-1319.6;
0.703789;32.0629;24.9176;2.78649e-05;24.9176;2.7865e-05;43421;1317.89;-1319.72;
0.704059;39.4313;0.0213276;6.12056e-05;0.0213276;6.12056e-05;43369.9;1317.12;-1318.42;
0.704333;46.554;-3.41332e-05;8.62422e-05;-3.41334e-05;8.62421e-05;43296.4;1316;-1316.02;
0.704587;52.6974;-5.23902e-05;0.000108508;-5.23903e-05;0.000108508;43217.5;1314.8;-1312.82;
0.704975;61.0379;-8.08427e-05;0.000142397;-8.08429e-05;0.000142397;43084.6;1312.78;-1306.15;
0.70575;73.4631;-0.000138673;0.000208303;-0.000138674;0.000208303;42788.3;1308.26;-1286.34;
0.70675;80.3569;-0.000214744;0.000288791;-0.000214744;0.000288791;42373.9;1301.91;-1248.24;
0.70775;76.7522;-0.000291424;0.000363003;-0.000291425;0.000363002;41958.5;1295.51;-1196.42;
0.70875;63.3158;-0.00036766;0.000430329;-0.00036766;0.000430329;41578.5;1289.63;-1131.43;
0.70975;41.6385;-0.000442201;0.000490573;-0.000442201;0.000490573;41266.3;1284.78;-1053.99;
0.71075;14.1074;-0.00051352;0.000543778;-0.00051352;0.000543778;41046.4;1281.35;-964.964;
0.71175;-16.3352;-0.000579965;0.000590228;-0.000579965;0.000590227;40934;1279.59;-865.322;
0.71275;-46.4981;-0.000639867;0.000630347;-0.000639867;0.000630346;40932.9;1279.58;-756.16;
0.71375;-73.2726;-0.000691659;0.000664604;-0.000691659;0.000664604;41036.1;1281.19;-638.681;
0.71475;-93.9509;-0.000733981;0.000693412;-0.000733981;0.000693412;41226.1;1284.15;-514.177;
0.71575;-106.498;-0.000765778;0.000717044;-0.000765778;0.000717043;41477;1288.05;-384.016;
0.71675;-109.753;-0.000786369;0.000735571;-0.000786369;0.000735571;41756.8;1292.39;-249.631;
0.71775;-103.53;-0.000795482;0.000748834;-0.000795482;0.000748834;42030.9;1296.62;-112.501;
0.71875;-88.6267;-0.000793259;0.000756446;-0.000793259;0.000756446;42265.4;1300.24;25.8677;
0.71975;-66.7205;-0.000780225;0.000757822;-0.000780225;0.000757822;42430.9;1302.78;163.951;
0.72075;-40.1856;-0.000757226;0.000752245;-0.000757226;0.000752245;42505.5;1303.93;300.232;
0.72175;-11.834;-0.000725341;0.000738948;-0.000725341;0.000738948;42477.4;1303.49;433.209;
0.72275;15.3809;-0.000685789;0.000717213;-0.000685789;0.000717213;42345.6;1301.47;561.422;
0.72375;38.6714;-0.000639819;0.000686462;-0.000639819;0.000686462;42120.5;1298.01;683.458;
0.72475;55.7005;-0.000588617;0.000646353;-0.000588617;0.000646353;41822.1;1293.4;797.977;
0.72575;64.8153;-0.000533224;0.000596851;-0.000533224;0.000596851;41477.4;1288.06;903.718;
0.72675;65.2066;-0.000474479;0.000538271;-0.000474479;0.000538271;41117.9;1282.47;999.518;
0.72775;56.9785;-0.000412988;0.000471295;-0.000412988;0.000471295;40775.5;1277.11;1084.32;
0.72875;41.1223;-0.00034913;0.000396961;-0.000349129;0.000396961;40479.5;1272.47;1157.2;
0.72975;19.4002;-0.000283082;0.000316608;-0.000283082;0.000316608;40253.8;1268.92;1217.35;
0.73075;-5.84952;-0.000214882;0.000231811;-0.000214882;0.000231811;40114.5;1266.72;1264.11;
0.73116;-13.2271;-0.000359928;565.565;-0.000359945;565.565;40752.1;1276.75;1279.3;
0.731316;-15.0778;-0.000373072;611.712;-0.000373068;611.712;41078.6;1281.85;1284.46;
0.731426;-15.9478;-0.000349384;549.626;-0.000349384;549.626;41302.7;1285.34;1287.88;
0.73148;-16.2355;-0.00033456;526.38;-0.00033456;526.38;41408.9;1286.99;1289.51;
0.731533;-16.4233;-0.000324456;510.694;-0.000324456;510.694;41509;1288.55;1291.04;
0.731582;-16.5182;-0.000316518;498.524;-0.000316518;498.524;41600.4;1289.97;1292.45;
0.731681;-16.4811;-0.000301012;475.008;-0.000301012;475.008;41776.6;1292.7;1295.15;
0.731878;-15.5607;-0.000269699;428.341;-0.000269699;428.341;42103.3;1297.74;1300.14;
0.732272;-10.8348;-0.000206629;337.175;-0.000206629;337.175;42651.5;1306.16;1308.46;
0.732797;-0.0800967;-0.000121991;219.22;-0.000121991;219.22;43159.4;1313.92;1316.07;
0.733326;13.751;-3.66559e-05;103.443;-3.66559e-05;103.443;43407.9;1317.69;1319.69;
0.733748;25.5332;3.04438e-05;15.1981;3.04438e-05;15.1981;43420;1317.88;1319.66;
0.733994;32.352;5.87391e-05;0.00878795;5.87391e-05;0.00878795;43376.4;1317.21;1318.45;
0.73428;39.9185;8.45795e-05;-3.6822e-05;8.45798e-05;-3.68216e-05;43306.2;1316.15;1315.94;
0.734556;46.7316;0.000108885;-5.66787e-05;0.000108885;-5.66782e-05;43226.9;1314.94;1312.4;
0.735046;57.3802;0.000151741;-9.25893e-05;0.000151741;-9.25895e-05;43068;1312.52;1303.39;
0.736026;72.1286;0.000234466;-0.000165732;0.000234466;-0.000165733;42703.9;1306.96;1275.09;
0.737026;77.3637;0.000313555;-0.000241489;0.000313555;-0.000241489;42299.7;1300.76;1232.32;
0.738026;72.5141;0.000386181;-0.000317398;0.000386182;-0.000317398;41898.8;1294.59;1176;
0.739026;58.3186;0.000451872;-0.000392491;0.000451872;-0.000392491;41536.4;1288.98;1106.74;
0.740026;36.4205;0.0005104;-0.000465457;0.000510401;-0.000465457;41243.2;1284.42;1025.31;
0.741026;9.21436;0.000561833;-0.000534785;0.000561833;-0.000534785;41042;1281.28;932.594;
0.742026;-20.4021;0.000606457;-0.000598859;0.000606457;-0.000598859;40946;1279.78;829.623;
0.743026;-49.332;0.000644691;-0.000656064;0.000644691;-0.000656064;40957.5;1279.96;717.527;
0.744026;-74.6008;0.000676984;-0.000704902;0.000676984;-0.000704902;41068.2;1281.69;597.537;
0.745026;-93.6604;0.000703723;-0.000744093;0.000703723;-0.000744093;41260;1284.68;470.975;
0.746026;-104.645;0.000725154;-0.000772666;0.000725154;-0.000772666;41506.8;1288.52;339.231;
0.747026;-106.554;0.000741326;-0.000790021;0.000741326;-0.000790021;41777.2;1292.71;203.756;
0.748026;-99.3363;0.000752068;-0.000795963;0.000752068;-0.000795963;42037.5;1296.73;66.0403;
0.749026;-83.8863;0.000756989;-0.000790696;0.000756989;-0.000790696;42255.4;1300.08;-72.4023;
0.750026;-61.9314;0.000755523;-0.000774792;0.000755523;-0.000774792;42403.1;1302.35;-210.049;
0.751026;-35.842;0.000746984;-0.000749127;0.000746984;-0.000749128;42460.7;1303.24;-345.384;
0.752026;-8.37621;0.000730655;-0.000714795;0.000730655;-0.000714795;42418.1;1302.58;-476.921;
0.753026;17.6112;0.000705879;-0.00067301;0.000705879;-0.000673011;42276;1300.4;-603.211;
0.754026;39.4648;0.000672153;-0.000625008;0.000672153;-0.000625009;42045.7;1296.85;-722.866;
0.755026;54.9992;0.000629211;-0.000571953;0.00062921;-0.000571953;41747.6;1292.25;-834.569;
0.756026;62.7167;0.000577093;-0.00051486;0.000577093;-0.00051486;41408.7;1286.99;-937.092;
0.757026;61.9507;0.000516186;-0.000454545;0.000516186;-0.000454545;41059.5;1281.55;-1029.31;
0.758026;52.9206;0.000447233;-0.000391599;0.000447233;-0.000391599;40730.8;1276.41;-1110.2;
0.759026;36.6948;0.000371312;-0.000326392;0.000371312;-0.000326392;40450.5;1272.01;-1178.88;
0.760026;15.0663;0.000289791;-0.000259111;0.000289791;-0.000259111;40240.8;1268.71;-1234.59;
0.760792;-3.86518;0.000824596;-0.000205923;0.000824607;-0.000205913;40137;1267.07;-1268.11;
0.761099;-9.27829;707.338;-0.000398541;707.338;-0.000398543;40738.9;1276.54;-1279.25;
0.761205;-10.6393;619.539;-0.000387327;619.539;-0.000387327;40971.5;1280.18;-1282.79;
0.761264;-11.2451;575.405;-0.000363353;575.405;-0.000363353;41095.6;1282.12;-1284.68;
0.761302;-11.577;558.471;-0.000352659;558.471;-0.000352659;41173.8;1283.34;-1285.88;
0.76134;-11.8591;547.181;-0.000345475;547.181;-0.000345476;41250.2;1284.53;-1287.06;
0.76138;-12.107;537.111;-0.000339013;537.111;-0.000339013;41330.6;1285.78;-1288.3;
0.761462;-12.4371;517.487;-0.000326305;517.487;-0.000326305;41487.2;1288.21;-1290.71;
0.761625;-12.468;478.27;-0.000300515;478.27;-0.000300514;41782.9;1292.79;-1295.25;
0.761951;-10.2912;401.414;-0.000248523;401.414;-0.000248523;42303.4;1300.82;-1303.19;
0.762437;-2.61581;290.431;-0.000170491;290.431;-0.000170491;42900;1309.96;-1312.2;
0.762916;8.60712;183.976;-9.30973e-05;183.976;-9.30974e-05;43272.7;1315.64;-1317.75;
0.763493;24.2568;58.6673;-1.07327e-07;58.6673;-1.07091e-07;43433.5;1318.08;-1320;
0.763827;33.5207;0.795274;4.92936e-05;0.795274;4.92936e-05;43396.3;1317.52;-1319.09;
0.764055;39.6675;2.01674e-05;7.12602e-05;2.01674e-05;7.12602e-05;43343.4;1316.71;-1317.54;
0.764321;46.4623;-4.25868e-05;9.46277e-05;-4.2587e-05;9.46275e-05;43268.7;1315.58;-1314.78;
0.764602;53.0948;-6.31032e-05;0.000119472;-6.31035e-05;0.000119472;43180.1;1314.23;-1310.75;
0.765165;64.3305;-0.000104623;0.000168312;-0.000104623;0.000168311;42982.7;1311.22;-1299.25;
0.766165;76.7021;-0.000179847;0.000251552;-0.000179847;0.000251551;42589.8;1305.22;-1267.69;
0.767165;78.7707;-0.000256095;0.000329052;-0.000256095;0.000329051;42175.4;1298.85;-1222.18;
0.768165;70.675;-0.000332355;0.000399901;-0.000332355;0.000399901;41776.3;1292.69;-1163.23;
0.769165;53.481;-0.000407566;0.000463746;-0.000407566;0.000463746;41427.2;1287.28;-1091.48;
0.770165;29.1342;-0.00048032;0.000520463;-0.00048032;0.000520463;41157;1283.07;-1007.73;
0.771165;0.271985;-0.000549038;0.000570207;-0.000549039;0.000570207;40986;1280.41;-912.891;
0.772165;-30.0506;-0.000612066;0.00061333;-0.000612066;0.00061333;40924.3;1279.44;-808.011;
0.773165;-58.6794;-0.000667784;0.000650283;-0.000667784;0.000650283;40970.6;1280.17;-694.242;
0.774165;-82.6875;-0.000714725;0.000681515;-0.000714725;0.000681514;41113.3;1282.39;-572.837;
0.775165;-99.6726;-0.000751674;0.000707379;-0.000751674;0.000707379;41331;1285.78;-445.131;
0.776165;-107.997;-0.000777752;0.000728065;-0.000777752;0.000728065;41595;1289.88;-312.529;
0.777165;-106.942;-0.000792471;0.000743546;-0.000792471;0.000743546;41872.3;1294.18;-176.488;
0.778165;-96.7696;-0.000795755;0.000753566;-0.000795755;0.000753566;42128.4;1298.13;-38.5061;
0.779165;-78.6777;-0.000787927;0.000757656;-0.000787927;0.000757656;42331.7;1301.26;99.8994;
0.780165;-54.6615;-0.000769665;0.000755177;-0.000769665;0.000755177;42455.9;1303.16;237.206;
0.781165;-27.2943;-0.00074193;0.000745399;-0.00074193;0.000745399;42483.9;1303.59;371.903;
0.782165;0.546771;-0.000705872;0.000727582;-0.000705872;0.000727582;42408.6;1302.44;502.51;
0.783165;25.983;-0.000662731;0.000701081;-0.000662731;0.000701081;42234.3;1299.76;627.588;
0.784165;46.4311;-0.000613736;0.000665432;-0.000613736;0.000665432;41975.8;1295.77;745.764;
0.785165;59.8646;-0.000560014;0.000620439;-0.000560014;0.000620439;41656.3;1290.83;855.735;
0.786165;65.0141;-0.00050252;0.000566233;-0.00050252;0.000566233;41304.8;1285.38;956.294;
0.787165;61.4854;-0.000441994;0.000503302;-0.000441993;0.000503302;40953.1;1279.89;1046.33;
0.788165;49.7862;-0.000378944;0.000432497;-0.000378944;0.000432497;40631.8;1274.86;1124.86;
0.789165;31.2586;-0.000313664;0.000354997;-0.000313664;0.000354997;40367.8;1270.71;1191.02;
0.790165;7.9272;-0.000246271;0.000272253;-0.000246271;0.000272253;40181.4;1267.78;1244.07;
0.790778;-7.26953;-0.0002193;50.9881;-0.000219312;50.9881;40194;1267.97;1269.87;
0.791017;-11.6748;-0.000404484;728.987;-0.000404482;728.987;40689;1275.76;1278.49;
0.791106;-12.9535;-0.000396856;626.605;-0.000396856;626.605;40888.4;1278.88;1281.5;
0.791146;-13.4518;-0.000373894;589.311;-0.000373894;589.311;40976;1280.25;1282.83;
0.791168;-13.7035;-0.000365757;576.359;-0.000365757;576.359;41023.3;1280.99;1283.55;
0.79119;-13.9273;-0.000360528;568.045;-0.000360528;568.045;41067.7;1281.68;1284.24;
0.791232;-14.3265;-0.000352848;555.905;-0.000352848;555.905;41155.1;1283.05;1285.59;
0.791317;-14.9358;-0.000339464;534.968;-0.000339464;534.968;41325.1;1285.69;1288.21;
0.791469;-15.4255;-0.000315704;498.394;-0.000315704;498.394;41612;1290.15;1292.63;
0.791772;-14.344;-0.000267513;426.234;-0.000267513;426.234;42125.1;1298.08;1300.48;
0.79226;-7.89349;-0.000189246;313.678;-0.000189246;313.678;42777.3;1308.09;1310.36;
0.79282;4.49227;-9.9001e-05;188.834;-9.9001e-05;188.834;43252.3;1315.33;1317.45;
0.793379;19.5572;-8.73712e-06;67.0087;-8.73712e-06;67.0087;43432.1;1318.06;1319.99;
0.793708;28.7626;4.17668e-05;4.03697;4.17668e-05;4.03697;43407;1317.68;1319.37;
0.793938;35.0839;6.51276e-05;0.000718417;6.51276e-05;0.000718417;43358.9;1316.95;1318;
0.79421;42.1948;8.91954e-05;-3.99491e-05;8.91955e-05;-3.9949e-05;43287.6;1315.87;1315.39;
0.794498;49.1684;0.000114601;-6.08024e-05;0.000114601;-6.08023e-05;43201.9;1314.56;1311.46;
0.795073;61.1027;0.000164652;-0.000103074;0.000164652;-0.000103074;43008.3;1311.61;1300.04;
0.796073;74.4758;0.000248279;-0.000178026;0.000248279;-0.000178026;42625.8;1305.77;1268.94;
0.797073;77.7626;0.000326265;-0.000253959;0.000326266;-0.000253959;42217.2;1299.5;1223.88;
0.798073;70.9712;0.000397661;-0.00032991;0.000397661;-0.00032991;41819.1;1293.35;1165.36;
0.799073;55.0304;0.00046206;-0.000404854;0.00046206;-0.000404854;41466.3;1287.89;1094.02;
0.800073;31.7568;0.000519296;-0.000477426;0.000519296;-0.000477426;41188.1;1283.56;1010.64;
0.801073;3.67982;0.000569487;-0.000546078;0.000569487;-0.000546078;41005.9;1280.72;916.152;
0.802073;-26.2218;0.000612957;-0.00060918;0.000612957;-0.00060918;40930.8;1279.54;811.582;
0.803073;-54.8316;0.000650143;-0.000665122;0.000650143;-0.000665122;40963.1;1280.05;698.085;
0.804073;-79.2177;0.000681492;-0.000712433;0.000681493;-0.000712433;41092.3;1282.07;576.909;
0.805073;-96.9326;0.000707373;-0.000749879;0.000707373;-0.000749879;41298.6;1285.28;449.386;
0.806073;-106.257;0.000727996;-0.000776553;0.000727996;-0.000776553;41554.4;1289.25;316.921;
0.807073;-106.366;0.000743369;-0.000791928;0.000743369;-0.000791928;41827.4;1293.48;180.969;
0.808073;-97.3969;0.000753272;-0.000795884;0.000753272;-0.000795884;42083.7;1297.44;43.0266;
0.809073;-80.4242;0.000757273;-0.0007887;0.000757273;-0.0007887;42291.3;1300.64;-95.389;
0.810073;-57.3284;0.00075477;-0.000771016;0.00075477;-0.000771016;42423.9;1302.67;-232.755;
0.811073;-30.5915;0.000745058;-0.000743757;0.000745058;-0.000743757;42463.1;1303.27;-367.562;
0.812073;-3.03007;0.000727414;-0.000708052;0.000727414;-0.000708052;42400.7;1302.32;-498.324;
0.813073;22.5002;0.000701197;-0.000665131;0.000701197;-0.000665131;42239.6;1299.84;-623.606;
0.814073;43.4001;0.000665936;-0.000616224;0.000665936;-0.000616224;41993.1;1296.04;-742.027;
0.815073;57.5907;0.000621414;-0.000562473;0.000621414;-0.000562473;41683.3;1291.25;-852.287;
0.816073;63.7196;0.000567733;-0.00050486;0.000567732;-0.00050486;41338.2;1285.9;-953.171;
0.817073;61.2878;0.000505344;-0.000444155;0.000505344;-0.000444155;40988.9;1280.45;-1043.57;
0.818073;50.6879;0.000435057;-0.000380904;0.000435057;-0.000380904;40666;1275.4;-1122.49;
0.819073;33.1487;0.000358014;-0.000315434;0.000358014;-0.000315434;40396.7;1271.17;-1189.06;
0.820073;10.5945;0.000275632;-0.000247894;0.000275631;-0.000247895;40201.9;1268.1;-1242.56;
0.8207;-5.00051;19.6036;-0.000210117;19.6036;-0.000210105;40156;1267.37;-1269.18;
0.820941;-9.51959;733.871;-0.000405716;733.871;-0.000405718;40653.8;1275.21;-1277.94;
0.821031;-10.8383;633.271;-0.000399505;633.271;-0.000399505;40855.9;1278.37;-1281;
0.821072;-11.3541;595.273;-0.000376432;595.273;-0.000376432;40944.8;1279.76;-1282.35;
0.821094;-11.6169;581.956;-0.000368067;581.956;-0.000368067;40993.2;1280.52;-1283.09;
0.821116;-11.8514;573.427;-0.000362705;573.427;-0.000362705;41038.8;1281.23;-1283.79;
0.821156;-12.2427;561.863;-0.000355398;561.863;-0.000355398;41122.3;1282.53;-1285.08;
0.821237;-12.8543;541.94;-0.000342684;541.94;-0.000342684;41284.9;1285.07;-1287.59;
0.821388;-13.4125;505.573;-0.000319104;505.573;-0.000319104;41572.5;1289.53;-1292.02;
0.821689;-12.4804;433.826;-0.000271283;433.826;-0.000271283;42087.9;1297.5;-1299.91;
0.822147;-6.71932;327.826;-0.000197778;327.826;-0.000197779;42716.8;1307.16;-1309.45;
0.822691;4.94197;206.308;-0.000110202;206.308;-0.000110202;43209.2;1314.67;-1316.81;
0.823242;19.6403;85.9825;-2.12558e-05;85.9825;-2.12556e-05;43424.4;1317.94;-1319.91;
0.823569;28.8561;18.289;3.05818e-05;18.289;3.05819e-05;43418.9;1317.86;-1319.66;
0.823862;36.9344;0.00147328;6.41371e-05;0.00147328;6.41371e-05;43363.4;1317.02;-1318.12;
0.824133;44.0244;-3.80714e-05;8.8519e-05;-3.80715e-05;8.85189e-05;43292.2;1315.94;-1315.58;
0.824435;51.3153;-5.9835e-05;0.000115042;-5.98353e-05;0.000115042;43200.7;1314.54;-1311.51;
0.824943;61.9335;-9.72519e-05;0.00015938;-9.72521e-05;0.000159379;43026.8;1311.9;-1301.67;
0.825943;75.61;-0.000172222;0.000243223;-0.000172222;0.000243223;42640.3;1305.99;-1271.55;
0.826943;79.0595;-0.000248303;0.000321463;-0.000248304;0.000321463;42227.2;1299.65;-1227.44;
0.827943;72.2879;-0.000324496;0.000393112;-0.000324496;0.000393112;41824.1;1293.43;-1169.83;
0.828943;56.2285;-0.000399782;0.000457774;-0.000399782;0.000457774;41466.6;1287.89;-1099.36;
0.829943;32.7137;-0.000472787;0.000515284;-0.000472787;0.000515284;41184.5;1283.5;-1016.79;
0.830943;4.30033;-0.000541951;0.000565765;-0.000541951;0.000565765;40999.5;1280.62;-923.033;
0.831943;-25.9964;-0.000605627;0.00060955;-0.000605627;0.00060955;40922.9;1279.42;-819.125;
0.832943;-55.0181;-0.000662187;0.000647084;-0.000662187;0.000647084;40955.1;1279.92;-706.207;
0.833943;-79.7903;-0.00071014;0.000678823;-0.00071014;0.000678823;41085.8;1281.96;-585.52;
0.834943;-97.8261;-0.000748235;0.000705142;-0.000748235;0.000705142;41294.8;1285.22;-458.393;
0.835943;-107.374;-0.000775546;0.000726257;-0.000775546;0.000726257;41554.3;1289.25;-326.223;
0.836943;-107.587;-0.000791534;0.000742175;-0.000791534;0.000742175;41831.6;1293.55;-190.465;
0.837943;-98.596;-0.00079607;0.000752674;-0.00079607;0.000752674;42092.4;1297.57;-52.6114;
0.838943;-81.4772;-0.000789429;0.000757315;-0.000789429;0.000757315;42304.3;1300.84;85.8206;
0.839943;-58.1294;-0.000772248;0.000755481;-0.000772248;0.000755481;42440.3;1302.92;223.309;
0.840943;-31.062;-0.000745456;0.000746453;-0.000745456;0.000746453;42481.8;1303.56;358.34;
0.841943;-3.12716;-0.000710187;0.00072949;-0.000710187;0.00072949;42420.4;1302.62;489.43;
0.842943;22.7802;-0.000667677;0.000703932;-0.000667677;0.000703932;42258.9;1300.14;615.136;
0.843943;44.0221;-0.000619165;0.000669289;-0.000619165;0.000669289;42010.6;1296.31;734.076;
0.844943;58.4848;-0.000565797;0.000625328;-0.000565797;0.000625328;41697.9;1291.48;844.94;
0.845943;64.7888;-0.000508559;0.000572136;-0.000508559;0.000572136;41349.1;1286.06;946.511;
0.846943;62.4188;-0.000448222;0.000510154;-0.000448222;0.000510154;40995.7;1280.56;1037.67;
0.847943;51.763;-0.000385328;0.000440187;-0.000385328;0.000440187;40668.7;1275.44;1117.41;
0.848943;34.0577;-0.000320199;0.000363375;-0.000320198;0.000363375;40395.8;1271.15;1184.87;
0.849943;11.2462;-0.000252975;0.000281138;-0.000252974;0.000281138;40198.2;1268.04;1239.29;
0.850618;-5.98145;-0.00020636;1.00712;-0.000206371;1.00712;40115.7;1266.74;1268.33;
0.850899;-11.2147;-0.000409261;740.853;-0.000409259;740.853;40692.6;1275.81;1278.56;
0.851;-12.6156;-0.000394854;625.685;-0.000394854;625.685;40917.1;1279.33;1281.95;
0.851052;-13.2208;-0.000368588;581.397;-0.000368588;581.397;41029.6;1281.09;1283.66;
0.85108;-13.5085;-0.000359806;567.44;-0.000359806;567.44;41088.5;1282.01;1284.56;
0.851107;-13.7596;-0.000354104;558.415;-0.000354104;558.415;41144.4;1282.88;1285.42;
0.851152;-14.1149;-0.000346687;546.759;-0.000346687;546.759;41234.3;1284.28;1286.81;
0.851241;-14.6226;-0.000332762;525.108;-0.000332762;525.108;41408.9;1286.99;1289.5;
0.851419;-14.8704;-0.000304655;482.161;-0.000304655;482.161;41737.3;1292.09;1294.55;
0.851775;-12.6572;-0.000247874;398.063;-0.000247874;398.063;42309.6;1300.92;1303.28;
0.852269;-4.84572;-0.000168636;285.383;-0.000168636;285.383;42911.8;1310.14;1312.38;
0.852802;7.76253;-8.26387e-05;167.239;-8.26387e-05;167.239;43306.6;1316.16;1318.24;
0.853375;23.414;9.71758e-06;43.1246;9.71759e-06;43.1246;43432.8;1318.07;1319.95;
0.853714;32.819;5.51028e-05;0.0179362;5.51028e-05;0.0179362;43390;1317.42;1318.71;
0.854009;40.6848;8.24175e-05;-3.41531e-05;8.24176e-05;-3.4153e-05;43320.8;1316.37;1316.28;
0.854277;47.3731;0.000105863;-5.32312e-05;0.000105863;-5.32311e-05;43244.3;1315.21;1312.98;
0.854645;55.6968;0.000138176;-8.01146e-05;0.000138176;-8.01144e-05;43126;1313.41;1306.76;
0.85538;68.7443;0.000201203;-0.00013465;0.000201203;-0.00013465;42858.8;1309.33;1288.48;
0.85638;77.8944;0.000282592;-0.000210139;0.000282592;-0.000210139;42457.3;1303.19;1251.36;
0.85738;76.7477;0.00035784;-0.000286243;0.000357841;-0.000286243;42045.9;1296.86;1200.48;
0.85838;65.7246;0.000426236;-0.000361967;0.000426237;-0.000361967;41660.7;1290.9;1136.39;
0.85938;46.171;0.000487507;-0.000436145;0.000487507;-0.000436145;41335;1285.85;1059.8;
0.86038;20.2608;0.000541624;-0.000507317;0.000541624;-0.000507317;41095.1;1282.11;971.557;
0.86138;-9.22238;0.000588812;-0.000573878;0.000588813;-0.000573878;40958.2;1279.97;872.624;
0.86238;-39.1755;0.000629466;-0.000634185;0.000629467;-0.000634185;40930.6;1279.54;764.091;
0.86338;-66.4991;0.000664046;-0.000686666;0.000664046;-0.000686666;41007.9;1280.75;647.153;
0.86438;-88.4162;0.000692981;-0.000729933;0.000692981;-0.000729933;41175.4;1283.36;523.097;
0.86538;-102.753;0.000716585;-0.00076288;0.000716585;-0.00076288;41409.2;1287;393.286;
0.86638;-108.154;0.000734986;-0.000784755;0.000734986;-0.000784755;41679.1;1291.19;259.15;
0.86738;-104.208;0.000748094;-0.000795206;0.000748094;-0.000795206;41951.5;1295.4;122.162;
0.86838;-91.4731;0.000755592;-0.000794291;0.000755592;-0.000794291;42192.7;1299.12;-16.1686;
0.86938;-71.4067;0.000756962;-0.000782454;0.000756962;-0.000782455;42372.3;1301.88;-154.322;
0.87038;-46.1979;0.000751542;-0.000760476;0.000751542;-0.000760476;42467.1;1303.34;-290.777;
0.87138;-18.5304;0.000738598;-0.000729387;0.000738598;-0.000729387;42462.8;1303.27;-424.035;
0.87238;8.70239;0.000717426;-0.00069038;0.000717426;-0.00069038;42356;1301.63;-552.627;
0.87338;32.6994;0.000687437;-0.000644703;0.000687437;-0.000644703;42154.4;1298.53;-675.141;
0.87438;51.0395;0.000648257;-0.000593564;0.000648256;-0.000593564;41875.4;1294.22;-790.228;
0.87538;61.9247;0.000599794;-0.000538046;0.000599794;-0.000538047;41544.3;1289.1;-896.623;
0.87638;64.3555;0.000542299;-0.000479046;0.000542299;-0.000479047;41191.1;1283.61;-993.155;
0.87738;58.2211;0.000476378;-0.000417237;0.000476378;-0.000417237;40847.4;1278.24;-1078.76;
0.87838;44.2962;0.000402992;-0.000353062;0.000402992;-0.000353063;40542.8;1273.46;-1152.5;
0.87938;24.1462;0.000323414;-0.000286763;0.000323414;-0.000286763;40302.3;1269.68;-1213.57;
0.88038;-0.0468227;0.000239165;-0.000218423;0.000239165;-0.000218423;40143.6;1267.18;-1261.28;
0.880865;-8.55513;492.596;-0.00033662;492.596;-0.000336605;40766.2;1276.97;-1279.44;
0.881155;-11.0597;628.705;-0.000364939;628.705;-0.000364944;41351.9;1286.11;-1288.73;
0.88126;-11.3973;529.654;-0.000333014;529.654;-0.000333014;41556;1289.28;-1291.79;
0.881318;-11.4441;498.544;-0.000313064;498.544;-0.000313064;41662.7;1290.93;-1293.41;
